180.0 220.0 181.414213562 221.414213562 -1.0 402.828427125 20.
160.0 200.0 161.414213562 201.414213562 -1.0 362.82842712 20.
140.0 180.0 141.999975 179.990000125 200.0 -28220.005 20.
120.0 180.1 121.417753505 178.689335263 1.00502512563 56.6614422936 20.
100.0 200.0 101.410664737 198.582246495 0.995 97.6786350821 20.
80.1 220.0 80.090000125 218.000025 -0.005 218.400475 20.
80.2 240.0 80.209999875 238.000025 0.005 237.598975 20.
80.1 260.0 80.090000125 258.000025 -0.005 258.400475 20.
80.2 280.0 80.209999875 278.000025 0.005 277.598975 20.
80.1 300.0 80.090000125 298.000025 -0.005 298.400475 20.
80.2 320.0 80.209999875 318.000025 0.005 317.598975 20.
80.1 340.0 80.090000125 338.000025 -0.005 338.400475 20.
80.2 360.0 78.7929108042 358.578697782 -0.99 436.583679478 20.
100.0 380.0 98.5893175412 378.582264129 -0.995024875622 476.681087553 20.
120.0 400.1 118.000025 400.109999875 200.0 -23199.895 20.
140.0 400.0 138.585786438 401.414213562 1.0 262.828427125 20.
160.0 380.0 158.582264129 381.410682459 1.005 222.035507009 20.
180.1 360.0 180.109999875 361.999975 -0.005 362.900525 20.
180.0 340.0 179.990000125 341.999975 0.005 341.100025 20.
180.1 320.0 180.109999875 321.999975 -0.005 322.900525 20.
180.0 300.0 179.990000125 301.999975 0.005 301.100025 20.
180.1 280.0 180.109999875 281.999975 -0.005 282.900525 20.
180.0 260.0 179.990000125 261.999975 0.005 261.100025 20.
180.1 240.0 180.109999875 241.999975 -0.005 242.900525 20.
